invoice,stockcode,description,quantity,invoicedate,price,customer_id,country,total_sales,year,month,month_name,day_of_week,hour,quarter
493398,20914,Set/5 Red Spotty Lid Glass Bowls,1,2009-12-23 14:19:00,2.95,12835,United Kingdom,2.95,2009,12,Dec,Wednesday,14,4
493436,72799F,Ivory Pillar Candle Gold Flock,480,2010-01-04 13:03:00,1.25,13694,United Kingdom,42.075,2010,1,Jan,Monday,13,1
493542,21523,Fancy Font Home Sweet Home Doormat,1,2010-01-04 16:11:00,6.75,15867,United Kingdom,6.75,2010,1,Jan,Monday,16,1
493542,48184,Door Mat English Rose,1,2010-01-04 16:11:00,6.75,15867,United Kingdom,6.75,2010,1,Jan,Monday,16,1
493666,21620,S/4 Rose    Botanical  Candle,6,2010-01-05 12:06:00,3.75,16017,United Kingdom,22.5,2010,1,Jan,Tuesday,12,1
493706,84509C,Dotty Placemats,4,2010-01-05 14:32:00,3.75,15768,United Kingdom,15.0,2010,1,Jan,Tuesday,14,1
493706,84849B,Fairy Soap Soap Holder,5,2010-01-05 14:32:00,1.69,15768,United Kingdom,8.45,2010,1,Jan,Tuesday,14,1
493717,17003,Brocade Ring Purse,2,2010-01-05 17:19:00,0.21,12835,United Kingdom,0.42,2010,1,Jan,Tuesday,17,1
493718,48187,Door Mat New England,10,2010-01-06 09:45:00,5.95,13267,United Kingdom,42.075,2010,1,Jan,Wednesday,9,1
493765,40016,Chinese Dragon Paper Lanterns,72,2010-01-07 09:34:00,0.42,14828,United Kingdom,30.24,2010,1,Jan,Thursday,9,1
493802,84472,Pink And Lilac Quilted Throw,1,2010-01-07 11:22:00,45.95,16985,United Kingdom,42.075,2010,1,Jan,Thursday,11,1
493834,84997B,Red 3 Piece Mini Dots Cutlery Set,2,2010-01-07 13:32:00,3.75,14527,United Kingdom,7.5,2010,1,Jan,Thursday,13,1
493848,21076,Set/20 Collage Paper Napkin,12,2010-01-07 15:26:00,0.85,16351,United Kingdom,10.2,2010,1,Jan,Thursday,15,1
493877,20794,Blue  Tile Hook,16,2010-01-07 19:34:00,2.55,14911,EIRE,40.8,2010,1,Jan,Thursday,19,1
493877,85113,Polka Dot Pistachio Pail,12,2010-01-07 19:34:00,2.1,14911,EIRE,25.200000000000003,2010,1,Jan,Thursday,19,1
493878,85232B,Set/3 Russian Doll Stacking Tins,3,2010-01-08 09:08:00,4.95,14769,United Kingdom,14.85,2010,1,Jan,Friday,9,1
493899,22218,Cake Stand Lace White,3,2010-01-08 10:43:00,4.25,12417,Belgium,12.75,2010,1,Jan,Friday,10,1
493926,21754,Home Building Block Word,9,2010-01-08 11:28:00,5.95,13854,United Kingdom,42.075,2010,1,Jan,Friday,11,1
493971,21903,Man Flu Metal Sign,1,2010-01-10 10:26:00,2.1,13259,United Kingdom,2.1,2010,1,Jan,Sunday,10,1
493978,22037,Robot Birthday Card,12,2010-01-10 11:55:00,0.42,17920,United Kingdom,5.04,2010,1,Jan,Sunday,11,1
493981,84050,Pink Heart Shape Egg Frying Pan,72,2010-01-10 12:06:00,1.25,14160,United Kingdom,42.075,2010,1,Jan,Sunday,12,1
494004,22151,Place Setting White Heart,144,2010-01-10 15:25:00,0.42,15601,United Kingdom,42.075,2010,1,Jan,Sunday,15,1
494009,22073,Retro Spot Storage Jar,4,2010-01-11 08:51:00,3.75,12471,Germany,15.0,2010,1,Jan,Monday,8,1
494021,47590B,Pink Happy Birthday Bunting,3,2010-01-11 09:53:00,5.45,15738,United Kingdom,16.35,2010,1,Jan,Monday,9,1
494032,22083,Paper Chain Kit Retro Spot,6,2010-01-11 10:40:00,2.95,13709,United Kingdom,17.700000000000003,2010,1,Jan,Monday,10,1
494035,47590B,Pink Happy Birthday Bunting,2,2010-01-11 11:30:00,5.45,15044,United Kingdom,10.9,2010,1,Jan,Monday,11,1
494037,22114,Hot Water Bottle Tea And Sympathy,24,2010-01-11 11:43:00,3.45,15291,United Kingdom,42.075,2010,1,Jan,Monday,11,1
494142,22275,Weekend Bag Vintage Rose Paisley,1,2010-01-11 13:51:00,8.5,17978,United Kingdom,8.5,2010,1,Jan,Monday,13,1
494212,21124,Set/10 Blue Spotty Party Candles,4,2010-01-12 11:40:00,1.25,15002,United Kingdom,5.0,2010,1,Jan,Tuesday,11,1
494227,22301,Coffee Mug Cat + Bird Design,12,2010-01-12 13:22:00,2.55,13622,United Kingdom,30.6,2010,1,Jan,Tuesday,13,1
494239,21212,Pack Of 72 Retro Spot Cake Cases,1,2010-01-12 15:48:00,0.55,14081,United Kingdom,0.55,2010,1,Jan,Tuesday,15,1
494267,21399,Blue  Spotty  Coffee Mug,1,2010-01-12 17:15:00,2.1,14606,United Kingdom,2.1,2010,1,Jan,Tuesday,17,1
494345,72772,Set/4 Scented Candles In Ramekins,6,2010-01-13 13:55:00,3.75,15755,United Kingdom,22.5,2010,1,Jan,Wednesday,13,1
494359,21175,Gin + Tonic Diet Metal Sign,1,2010-01-13 15:24:00,2.1,17962,United Kingdom,2.1,2010,1,Jan,Wednesday,15,1
494359,82597,Bombs Away Metal Sign,1,2010-01-13 15:24:00,2.1,17962,United Kingdom,2.1,2010,1,Jan,Wednesday,15,1
494362,21538,Dairy Maid  Pudding Bowl,1,2010-01-13 15:56:00,3.75,17757,United Kingdom,3.75,2010,1,Jan,Wednesday,15,1
494385,20677,Pink Spotty Bowl,8,2010-01-14 09:33:00,1.25,18268,United Kingdom,10.0,2010,1,Jan,Thursday,9,1
494586,21071,Vintage Billboard Drink Me Mug,2,2010-01-15 11:36:00,1.25,18106,United Kingdom,2.5,2010,1,Jan,Friday,11,1
494606,85166B,Black Metal Baroque Photo Frame,30,2010-01-15 12:38:00,1.25,15607,United Kingdom,37.5,2010,1,Jan,Friday,12,1
494617,21622,Vintage Union Jack Cushion Cover,4,2010-01-15 14:40:00,4.95,13319,United Kingdom,19.8,2010,1,Jan,Friday,14,1
494617,79323W,White Cherry Lights,8,2010-01-15 14:40:00,6.75,13319,United Kingdom,42.075,2010,1,Jan,Friday,14,1
494617,84279B,Cherry Blossom Decorative Flask,4,2010-01-15 14:40:00,3.75,13319,United Kingdom,15.0,2010,1,Jan,Friday,14,1
494619,22139,Retro Spot Tea Set Ceramic 11 Pc,6,2010-01-15 14:50:00,4.95,12631,Finland,29.700000000000003,2010,1,Jan,Friday,14,1
494619,21527,Retro Spot Traditional Teapot,4,2010-01-15 14:50:00,7.95,12631,Finland,31.8,2010,1,Jan,Friday,14,1
494625,21731,Red Toadstool Led Night Light,4,2010-01-15 15:47:00,1.65,17851,United Kingdom,6.6,2010,1,Jan,Friday,15,1
494634,21054,Nurse'S Bag Soft Toy,1,2010-01-15 16:58:00,8.95,15489,United Kingdom,8.95,2010,1,Jan,Friday,16,1
494638,21988,Pack Of 6 Skull Paper Plates,1,2010-01-17 11:03:00,0.85,16782,United Kingdom,0.85,2010,1,Jan,Sunday,11,1
494644,35961,Folkart Zinc Heart Christmas Dec,4,2010-01-17 12:12:00,0.85,16595,United Kingdom,3.4,2010,1,Jan,Sunday,12,1
494652,22072,Tea Cup And Saucer Retro Spot,2,2010-01-17 12:40:00,3.75,14527,United Kingdom,7.5,2010,1,Jan,Sunday,12,1
494652,84472,Pink And Lilac Quilted Throw,2,2010-01-17 12:40:00,45.95,14527,United Kingdom,42.075,2010,1,Jan,Sunday,12,1
494652,20677,Pink Spotty Bowl,4,2010-01-17 12:40:00,1.25,14527,United Kingdom,5.0,2010,1,Jan,Sunday,12,1
494666,21657,Milk Bottle With Glass Stopper,2,2010-01-17 14:53:00,6.95,13869,United Kingdom,13.9,2010,1,Jan,Sunday,14,1
494666,21670,Blue Spot Ceramic Drawer Knob,6,2010-01-17 14:53:00,1.25,13869,United Kingdom,7.5,2010,1,Jan,Sunday,14,1
494668,21215,Ivory Paper Cup Cake Cases,2,2010-01-17 14:56:00,0.55,13616,United Kingdom,1.1,2010,1,Jan,Sunday,14,1
494682,22357,Kings Choice Biscuit Tin,3,2010-01-18 11:04:00,4.25,14754,United Kingdom,12.75,2010,1,Jan,Monday,11,1
494683,84526,Giant Black Sunglasses,1,2010-01-18 11:21:00,1.95,15747,United Kingdom,1.95,2010,1,Jan,Monday,11,1
494762,22200,Frying Pan Pink Polkadot,1,2010-01-18 12:36:00,4.25,17841,United Kingdom,4.25,2010,1,Jan,Monday,12,1
494779,72225C,Lavender Scent Cake Candle,5,2010-01-18 12:55:00,0.29,18041,United Kingdom,1.45,2010,1,Jan,Monday,12,1
494795,21340,Classic Metal Birdcage Plant Holder,1,2010-01-18 14:14:00,12.75,13110,United Kingdom,12.75,2010,1,Jan,Monday,14,1
494807,21581,Skulls  Design  Cotton Tote Bag,6,2010-01-18 15:38:00,2.25,15375,United Kingdom,13.5,2010,1,Jan,Monday,15,1
494816,84249D,Fairy Cake Greetings Card,12,2010-01-19 09:11:00,0.42,16867,United Kingdom,5.04,2010,1,Jan,Tuesday,9,1
494827,79323W,White Cherry Lights,4,2010-01-19 10:41:00,6.75,15623,United Kingdom,27.0,2010,1,Jan,Tuesday,10,1
494866,22261,Felt Egg Cosy White Rabbit,5,2010-01-19 11:20:00,0.85,16253,United Kingdom,4.25,2010,1,Jan,Tuesday,11,1
494875,85150,Ladies & Gentlemen Metal Sign,48,2010-01-19 12:31:00,2.1,17511,United Kingdom,42.075,2010,1,Jan,Tuesday,12,1
494875,82583,Hot Baths Metal Sign,72,2010-01-19 12:31:00,1.69,17511,United Kingdom,42.075,2010,1,Jan,Tuesday,12,1
494891,22326,Round Snack Boxes Set Of4 Woodland,1,2010-01-19 13:23:00,2.95,12733,USA,2.95,2010,1,Jan,Tuesday,13,1
494895,21754,Home Building Block Word,3,2010-01-19 13:33:00,5.95,13555,United Kingdom,17.85,2010,1,Jan,Tuesday,13,1
494914,22352,Lunchbox With Cutlery Retrospot,6,2010-01-19 17:04:00,2.55,16705,United Kingdom,15.3,2010,1,Jan,Tuesday,17,1
494916,84050,Pink Heart Shape Egg Frying Pan,2,2010-01-19 17:25:00,1.65,17963,United Kingdom,3.3,2010,1,Jan,Tuesday,17,1
495009,22129,Party Cones Candy Tree Decoration,6,2010-01-20 12:33:00,0.85,15812,United Kingdom,5.1,2010,1,Jan,Wednesday,12,1
495028,17091A,Lavender Incense In Tin,3,2010-01-20 13:59:00,1.25,14595,United Kingdom,3.75,2010,1,Jan,Wednesday,13,1
495030,21791,Vintage Heads And Tails Card Game,24,2010-01-20 14:04:00,1.25,13982,United Kingdom,30.0,2010,1,Jan,Wednesday,14,1
495053,72484,Roses In White Heart Candle,12,2010-01-20 14:36:00,1.25,17351,United Kingdom,15.0,2010,1,Jan,Wednesday,14,1
495077,22285,"Decoration Hen On Nest, Hanging",12,2010-01-21 09:30:00,1.65,16634,United Kingdom,19.8,2010,1,Jan,Thursday,9,1
495080,22138,Baking Set 9 Piece Retrospot,6,2010-01-21 09:40:00,4.95,17526,United Kingdom,29.700000000000003,2010,1,Jan,Thursday,9,1
495102,85123A,White Hanging Heart T-Light Holder,8,2010-01-21 11:11:00,2.95,15547,United Kingdom,23.6,2010,1,Jan,Thursday,11,1
495149,20934,Set/3 Pot Plant Candles,2,2010-01-21 11:44:00,5.45,14320,United Kingdom,10.9,2010,1,Jan,Thursday,11,1
495183,21531,Retro Spot Sugar Jam Bowl,6,2010-01-21 13:48:00,2.55,15296,United Kingdom,15.3,2010,1,Jan,Thursday,13,1
495215,22294,Heart Filigree Dove  Small,24,2010-01-21 17:09:00,1.25,15126,United Kingdom,30.0,2010,1,Jan,Thursday,17,1
495232,84509A,English Rose Placemats,4,2010-01-22 09:19:00,3.75,14156,EIRE,15.0,2010,1,Jan,Friday,9,1
495244,85014D,Pink/Brown Dots Ruffled Umbrella,6,2010-01-22 10:51:00,5.95,15179,United Kingdom,35.7,2010,1,Jan,Friday,10,1
495294,22073,Retro Spot Storage Jar,4,2010-01-22 13:25:00,3.75,17460,United Kingdom,15.0,2010,1,Jan,Friday,13,1
495317,20727,Lunch Bag  Black Skull.,10,2010-01-22 15:04:00,1.65,16327,United Kingdom,16.5,2010,1,Jan,Friday,15,1
495317,21931,Jumbo Storage Bag Suki,10,2010-01-22 15:04:00,1.95,16327,United Kingdom,19.5,2010,1,Jan,Friday,15,1
495331,21121,Set/10 Red Spotty Party Candles,2,2010-01-22 16:28:00,1.25,17799,United Kingdom,2.5,2010,1,Jan,Friday,16,1
495360,20857,Blue Rose Patch Purse Pink Butterfl,10,2010-01-24 12:05:00,1.65,12703,Germany,16.5,2010,1,Jan,Sunday,12,1
495362,48195,Door Mat Green Paisley,1,2010-01-24 12:12:00,6.75,15727,United Kingdom,6.75,2010,1,Jan,Sunday,12,1
495362,22243,"Hook, 5 Hanger ,Magic Toadstool Red",12,2010-01-24 12:12:00,1.65,15727,United Kingdom,19.8,2010,1,Jan,Sunday,12,1
495379,84997C,Blue 3 Piece Mini Dots Cutlery Set,2,2010-01-24 13:46:00,3.75,17611,United Kingdom,7.5,2010,1,Jan,Sunday,13,1
495383,21058,Party Invites Woodland,4,2010-01-24 14:19:00,0.85,17141,United Kingdom,3.4,2010,1,Jan,Sunday,14,1
495385,85123A,White Hanging Heart T-Light Holder,12,2010-01-24 14:30:00,2.95,13209,United Kingdom,35.400000000000006,2010,1,Jan,Sunday,14,1
495399,22224,White Lovebird Lantern,6,2010-01-25 09:12:00,2.95,12949,United Kingdom,17.700000000000003,2010,1,Jan,Monday,9,1
495399,20828,Glitter Butterfly Clips,6,2010-01-25 09:12:00,2.55,12949,United Kingdom,15.3,2010,1,Jan,Monday,9,1
495405,21524,Spotty  Home Sweet Home Doormat,2,2010-01-25 09:53:00,6.75,16125,United Kingdom,13.5,2010,1,Jan,Monday,9,1
495409,84675,Frog King Watering Can,1,2010-01-25 10:26:00,2.95,17810,United Kingdom,2.95,2010,1,Jan,Monday,10,1
495439,85170A,Set/6 Ivory Bird T-Light Candles,6,2010-01-25 11:52:00,2.1,13477,United Kingdom,12.6,2010,1,Jan,Monday,11,1
495508,22379,Recycling Bag Retrospot,10,2010-01-25 13:46:00,2.1,13141,United Kingdom,21.0,2010,1,Jan,Monday,13,1
495514,85049H,Urban Black Ribbons,1,2010-01-25 14:26:00,1.25,13564,United Kingdom,1.25,2010,1,Jan,Monday,14,1
495529,85123A,White Hanging Heart T-Light Holder,7,2010-01-25 15:07:00,2.95,17610,United Kingdom,20.65,2010,1,Jan,Monday,15,1
495530,85066,Cream Sweetheart Mini Chest,2,2010-01-25 15:22:00,12.75,15768,United Kingdom,25.5,2010,1,Jan,Monday,15,1
495578,21677,Hearts  Stickers,12,2010-01-26 09:51:00,0.85,13971,United Kingdom,10.2,2010,1,Jan,Tuesday,9,1
495584,72023F,Red Organic Candle In Glass,6,2010-01-26 10:13:00,1.25,16719,United Kingdom,7.5,2010,1,Jan,Tuesday,10,1
495591,22147,Feltcraft Butterfly Hearts,12,2010-01-26 10:25:00,1.45,14646,Netherlands,17.4,2010,1,Jan,Tuesday,10,1
495591,20713,Jumbo Bag Owls,100,2010-01-26 10:25:00,1.65,14646,Netherlands,42.075,2010,1,Jan,Tuesday,10,1
495634,22288,"Decoration , Hanging Metal Rabbit",13,2010-01-26 10:54:00,1.25,15046,United Kingdom,16.25,2010,1,Jan,Tuesday,10,1
495689,21218,Red Spotty Biscuit Tin,3,2010-01-26 12:23:00,3.75,14680,United Kingdom,11.25,2010,1,Jan,Tuesday,12,1
495703,22195,Large Heart Measuring Spoons,4,2010-01-26 12:55:00,1.65,15518,United Kingdom,6.6,2010,1,Jan,Tuesday,12,1
495706,21559,Strawberry Lunchbox With Cutlery,1,2010-01-26 13:04:00,2.55,15003,United Kingdom,2.55,2010,1,Jan,Tuesday,13,1
495706,21723,Alphabet Hearts Sticker Sheet,2,2010-01-26 13:04:00,0.85,15003,United Kingdom,1.7,2010,1,Jan,Tuesday,13,1
495710,85200,Bunny Egg Box,12,2010-01-26 13:35:00,1.25,13459,United Kingdom,15.0,2010,1,Jan,Tuesday,13,1
495716,22062,Ceramic Bowl With Love Heart Design,6,2010-01-26 14:06:00,2.95,12905,United Kingdom,17.700000000000003,2010,1,Jan,Tuesday,14,1
495718,22241,Garland Wooden Happy Easter,6,2010-01-26 14:25:00,1.25,16791,United Kingdom,7.5,2010,1,Jan,Tuesday,14,1
495809,20727,Lunch Bag  Black Skull.,10,2010-01-27 09:44:00,1.65,14365,United Kingdom,16.5,2010,1,Jan,Wednesday,9,1
495912,82580,Bathroom Metal Sign,5,2010-01-27 12:50:00,0.55,13590,United Kingdom,2.75,2010,1,Jan,Wednesday,12,1
495920,21669,Blue Stripe Ceramic Drawer Knob,12,2010-01-27 13:41:00,1.25,15808,United Kingdom,15.0,2010,1,Jan,Wednesday,13,1
495936,21396,Red Spotty Egg Cup,24,2010-01-27 15:39:00,1.25,17865,United Kingdom,30.0,2010,1,Jan,Wednesday,15,1
495940,21988,Pack Of 6 Skull Paper Plates,10,2010-01-27 16:00:00,0.85,18016,United Kingdom,8.5,2010,1,Jan,Wednesday,16,1
495962,21084,Set/6 Collage Paper Cups,24,2010-01-28 10:08:00,0.65,14465,United Kingdom,15.6,2010,1,Jan,Thursday,10,1
496007,21027,Ninja Rabbit Pink,10,2010-01-28 12:32:00,1.25,15203,United Kingdom,12.5,2010,1,Jan,Thursday,12,1
496047,21535,Retro Spot Small Milk Jug,6,2010-01-28 14:31:00,2.55,14831,United Kingdom,15.3,2010,1,Jan,Thursday,14,1
496047,20914,Set/5 Red Spotty Lid Glass Bowls,6,2010-01-28 14:31:00,2.95,14831,United Kingdom,17.700000000000003,2010,1,Jan,Thursday,14,1
496058,90195B,Black Gemstone Bracelet,4,2010-01-28 15:17:00,8.95,17115,United Kingdom,35.8,2010,1,Jan,Thursday,15,1
496062,22060,Large Cake Stand Hanging Hearts,2,2010-01-28 15:43:00,9.95,13615,United Kingdom,19.9,2010,1,Jan,Thursday,15,1
496072,21212,Pack Of 72 Retro Spot Cake Cases,24,2010-01-28 17:09:00,0.55,15615,United Kingdom,13.2,2010,1,Jan,Thursday,17,1
496085,22110,Bird House Hot Water Bottle,1,2010-01-28 19:28:00,3.45,14702,United Kingdom,3.45,2010,1,Jan,Thursday,19,1
496086,22329,Round Container Set Of 5 Retrospot,2,2010-01-28 19:41:00,1.65,15861,United Kingdom,3.3,2010,1,Jan,Thursday,19,1
496089,21390,Filigris Heart With Butterfly,24,2010-01-29 09:21:00,1.25,17465,United Kingdom,30.0,2010,1,Jan,Friday,9,1
496174,21549,Ceramic Birdhouse Red Roof Small,6,2010-01-29 12:07:00,2.95,15487,United Kingdom,17.700000000000003,2010,1,Jan,Friday,12,1
496201,84029G,Knitted Union Flag Hot Water Bottle,1,2010-01-29 12:35:00,3.75,15898,United Kingdom,3.75,2010,1,Jan,Friday,12,1
496297,84536A,English Rose Notebook A7 Size,2,2010-01-31 10:31:00,0.42,14896,United Kingdom,0.84,2010,1,Jan,Sunday,10,1
496308,22266,Easter Decoration Hanging Bunny,6,2010-01-31 11:54:00,0.65,17625,United Kingdom,3.9,2010,1,Jan,Sunday,11,1
496315,21645,Assorted Tutti Frutti Round Box,2,2010-01-31 12:18:00,1.65,12748,United Kingdom,3.3,2010,1,Jan,Sunday,12,1
496317,22500,Set Of 2 Tins Jardin De Provence,2,2010-01-31 12:27:00,4.95,17137,United Kingdom,9.9,2010,1,Jan,Sunday,12,1
496317,21181,Please One Person Metal Sign,1,2010-01-31 12:27:00,2.1,17137,United Kingdom,2.1,2010,1,Jan,Sunday,12,1
496333,20893,Hanging Bauble T-Light Holder Small,1,2010-01-31 14:25:00,2.55,15338,United Kingdom,2.55,2010,1,Jan,Sunday,14,1
496333,85184D,S/4 Blue Round Decoupage Boxes,1,2010-01-31 14:25:00,2.95,15338,United Kingdom,2.95,2010,1,Jan,Sunday,14,1
496339,82585,Sweet Valencia Candle+Cup,2,2010-01-31 15:40:00,1.25,16655,United Kingdom,2.5,2010,1,Jan,Sunday,15,1
496363,22129,Party Cones Candy Tree Decoration,12,2010-02-01 11:02:00,0.85,12800,Portugal,10.2,2010,2,Feb,Monday,11,1
496427,22087,Paper Bunting White Lace,2,2010-02-01 12:13:00,2.95,17841,United Kingdom,5.9,2010,2,Feb,Monday,12,1
496427,21122,Set/10 Pink Spotty Party Candles,2,2010-02-01 12:13:00,1.25,17841,United Kingdom,2.5,2010,2,Feb,Monday,12,1
496473,22358,Kings Choice Tea Caddy,6,2010-02-01 15:38:00,2.95,17350,United Kingdom,17.700000000000003,2010,2,Feb,Monday,15,1
496486,85039A,Set/4 Red Mini Rose Candle In Bowl,6,2010-02-01 17:05:00,1.65,15882,United Kingdom,9.9,2010,2,Feb,Monday,17,1
496488,48116,Door Mat Multicolour Stripe,1,2010-02-01 17:16:00,6.75,14606,United Kingdom,6.75,2010,2,Feb,Monday,17,1
496512,22366,Door Mat Airmail,1,2010-02-02 11:40:00,6.75,16300,United Kingdom,6.75,2010,2,Feb,Tuesday,11,1
496520,21876,Pottering Mug,1,2010-02-02 12:17:00,1.25,15311,United Kingdom,1.25,2010,2,Feb,Tuesday,12,1
496530,84459B,Yellow Metal Chicken Heart,12,2010-02-02 12:47:00,1.49,13538,United Kingdom,17.88,2010,2,Feb,Tuesday,12,1
496551,85231L,Lavender Scented Set/9 T-Lights,4,2010-02-02 13:13:00,0.85,13975,United Kingdom,3.4,2010,2,Feb,Tuesday,13,1
496564,21561,Dinosaur Lunchbox With Cutlery,6,2010-02-02 13:33:00,2.55,14911,EIRE,15.3,2010,2,Feb,Tuesday,13,1
496595,22122,Set Of 2 Fancy Font Tea Towels,2,2010-02-02 15:49:00,2.95,13042,United Kingdom,5.9,2010,2,Feb,Tuesday,15,1
496644,22383,Lunch Bag Suki  Design,1,2010-02-03 11:58:00,1.65,15003,United Kingdom,1.65,2010,2,Feb,Wednesday,11,1
496704,21458,2 Picture Book Eggs Easter Bunny,12,2010-02-03 13:24:00,1.25,16709,United Kingdom,15.0,2010,2,Feb,Wednesday,13,1
496725,22285,"Decoration Hen On Nest, Hanging",1,2010-02-03 14:16:00,1.65,13619,United Kingdom,1.65,2010,2,Feb,Wednesday,14,1
496773,22299,Pig Keyring With Light & Sound,1,2010-02-03 15:45:00,1.25,15023,United Kingdom,1.25,2010,2,Feb,Wednesday,15,1
496863,22189,Cream Heart Card Holder,4,2010-02-04 12:08:00,3.95,16771,United Kingdom,15.8,2010,2,Feb,Thursday,12,1
496866,22497,Set Of 2 Tins Vintage Bathroom,1,2010-02-04 12:22:00,4.25,15046,United Kingdom,4.25,2010,2,Feb,Thursday,12,1
496869,84989B,75 Black Fairy Cake Cases,24,2010-02-04 12:41:00,0.55,16779,United Kingdom,13.2,2010,2,Feb,Thursday,12,1
496871,21280,Vintage Kitchen Print Vegetables,1,2010-02-04 13:18:00,2.55,16383,United Kingdom,2.55,2010,2,Feb,Thursday,13,1
496872,82552,Washroom Metal Sign,1,2010-02-04 13:34:00,1.25,14648,United Kingdom,1.25,2010,2,Feb,Thursday,13,1
496872,21396,Red Spotty Egg Cup,1,2010-02-04 13:34:00,1.25,14648,United Kingdom,1.25,2010,2,Feb,Thursday,13,1
496881,21035,Set/2 Red Spotty Tea Towels,1,2010-02-04 13:53:00,2.95,17841,United Kingdom,2.95,2010,2,Feb,Thursday,13,1
496900,84682,Classical Rose Dish,6,2010-02-04 14:19:00,2.95,17138,United Kingdom,17.700000000000003,2010,2,Feb,Thursday,14,1
496915,84596F,Small Marshmallows Pink Bowl,8,2010-02-04 15:21:00,1.25,15856,United Kingdom,10.0,2010,2,Feb,Thursday,15,1
496921,85123A,White Hanging Heart T-Light Holder,8,2010-02-04 15:49:00,2.95,14081,United Kingdom,23.6,2010,2,Feb,Thursday,15,1
496920,17091B,Jasmine Tea Incense In Tin,12,2010-02-04 15:49:00,1.25,17309,United Kingdom,15.0,2010,2,Feb,Thursday,15,1
496947,21904,House Wrecking Metal Sign,1,2010-02-04 18:16:00,2.1,14030,United Kingdom,2.1,2010,2,Feb,Thursday,18,1
496994,84971S,Small Heart Flowers Hook,288,2010-02-05 11:32:00,0.64,13694,United Kingdom,42.075,2010,2,Feb,Friday,11,1
497000,22178,Victorian Glass Hanging T-Light,6,2010-02-05 11:41:00,1.25,13234,United Kingdom,7.5,2010,2,Feb,Friday,11,1
497043,22172,Metal Shelf With Rail,2,2010-02-05 14:42:00,8.5,15784,United Kingdom,17.0,2010,2,Feb,Friday,14,1
497209,72128,Columbian Candle Round,1,2010-02-07 12:40:00,0.85,16788,United Kingdom,0.85,2010,2,Feb,Sunday,12,1
497217,20685,Door Mat Red Spot,40,2010-02-07 14:27:00,6.35,14156,EIRE,42.075,2010,2,Feb,Sunday,14,1
497230,82580,Bathroom Metal Sign,12,2010-02-08 09:22:00,0.55,17504,United Kingdom,6.6000000000000005,2010,2,Feb,Monday,9,1
497238,21156,Red Spotty Childs Apron,8,2010-02-08 10:34:00,1.95,12472,Germany,15.6,2010,2,Feb,Monday,10,1
497263,21137,Black Record Cover Frame,12,2010-02-08 13:19:00,3.75,17965,United Kingdom,42.075,2010,2,Feb,Monday,13,1
497272,90167,Beaded Love Heart Jewellery Set,12,2010-02-08 13:50:00,0.85,17160,United Kingdom,10.2,2010,2,Feb,Monday,13,1
497348,84988,Set Of 72 Pink Heart Paper Doilies,12,2010-02-08 16:11:00,1.45,13965,United Kingdom,17.4,2010,2,Feb,Monday,16,1
497351,84510A,Set Of 4 English Rose Coasters,1,2010-02-08 16:23:00,1.25,15892,United Kingdom,1.25,2010,2,Feb,Monday,16,1
497383,84012,Magic Sheep Wool Growing From Paper,12,2010-02-09 12:01:00,2.55,12621,Germany,30.6,2010,2,Feb,Tuesday,12,1
497385,79302M,"Art Lights,Funk Monkey",6,2010-02-09 12:05:00,2.95,13293,United Kingdom,17.700000000000003,2010,2,Feb,Tuesday,12,1
497512,21869,Potting Shed Coffee Mug,2,2010-02-10 12:26:00,1.25,17201,United Kingdom,2.5,2010,2,Feb,Wednesday,12,1
497519,22247,Bunny Decoration Magic Garden,4,2010-02-10 13:32:00,0.85,15311,United Kingdom,3.4,2010,2,Feb,Wednesday,13,1
497521,82567,"Airline Lounge,Metal Sign",1,2010-02-10 13:39:00,2.1,17780,United Kingdom,2.1,2010,2,Feb,Wednesday,13,1
497602,40018E,Tea Time Paper Lanterns,5,2010-02-11 10:25:00,1.95,15765,United Kingdom,9.75,2010,2,Feb,Thursday,10,1
497608,47310M,"Small Pop Box,Funky Monkey",12,2010-02-11 11:42:00,1.25,13468,United Kingdom,15.0,2010,2,Feb,Thursday,11,1
497619,22270,Happy Easter Hanging Decoration,4,2010-02-11 12:22:00,3.75,14451,United Kingdom,15.0,2010,2,Feb,Thursday,12,1
497632,21212,Pack Of 72 Retro Spot Cake Cases,4,2010-02-11 13:41:00,0.55,16918,United Kingdom,2.2,2010,2,Feb,Thursday,13,1
497691,20971,Pink Blue Felt Craft Trinket Box,1,2010-02-11 15:29:00,1.25,14040,United Kingdom,1.25,2010,2,Feb,Thursday,15,1
